zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.listing_sub_type.is_comingSoon,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.unit,hdpData.homeInfo.videoCount,variableData.data.isRead,variableData.data.isFresh,minBeds,minBaths,minArea,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.listing_sub_type.is_bankOwned,availabilityDate,builderName,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,lotId,hdpData.homeInfo.listing_sub_type.is_foreclosure,info6String
72619211,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/02c34fa86b27ea8164e21a88a5318ee4-p_e.jpg,True,/homedetails/8463-Portage-Ln-E-Shakopee-MN-55379/72619211_zpid/,FOR_SALE,House for sale,"$600,000",$600K,"8463 Portage Ln E, Shakopee, MN 55379",4.0,3.0,3047.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,RE/MAX Advantage Plus,686737000.0,44.766766,-93.40972,SHOWCASE,Showcase,72619211.0,8463 Portage Ln E,55379,Shakopee,MN,44.766766,-93.40972,600000.0,3.0,4.0,3047.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,617400.0,3424.0,True,False,False,FOR_SALE,600000.0,686737000.0,True,False,False,USD,USA,546300.0,0.31,acres,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167198,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/20335ca3dd42cbafcdb389b0b7b4cdbd-p_e.jpg,True,/homedetails/2141-Brookhaven-Dr-Shakopee-MN-55379/2167198_zpid/,FOR_SALE,House for sale,"$275,000",$275K,"2141 Brookhaven Dr, Shakopee, MN 55379",3.0,1.0,1344.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,eXp Realty,229732000.0,44.756775,-93.56428,PRICE_REDUCTION,"$25,000 (May 31)",2167198.0,2141 Brookhaven Dr,55379,Shakopee,MN,44.756775,-93.56428,275000.0,1.0,3.0,1344.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,2050.0,True,False,False,FOR_SALE,275000.0,229732000.0,True,False,False,USD,USA,143200.0,0.37,acres,False,,,,,,,1717138800000.0,"$25,000 (May 31)",-25000.0,,,,,,,,,,,,,,,,,,,
2254324,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d327efa8bdaae7cee169e73c610e052e-p_e.jpg,True,/homedetails/1001-Lecuyer-Dr-Stillwater-MN-55082/2254324_zpid/,FOR_SALE,House for sale,"$550,000",$550K,"1001 Lecuyer Dr, Stillwater, MN 55082",5.0,3.0,2597.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Coldwell Banker Realty,687795000.0,45.06496,-92.83461,SHOWCASE,Showcase,2254324.0,1001 Lecuyer Dr,55082,Stillwater,MN,45.06496,-92.83461,550000.0,3.0,5.0,2597.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,570500.0,2900.0,True,False,False,FOR_SALE,550000.0,687795000.0,True,False,False,USD,USA,486200.0,0.43,acres,True,,True,Sun. 10am-12pm,"[{'open_house_start': 1717347600000, 'open_house_end': 1717354800000}]",,,,,,,,,,,,,,,,,,,,,,,,
1803620,ComingSoon,Coming Soon,https://photos.zillowstatic.com/fp/3ee0a3c78100a5441924bc688cdda984-p_e.jpg,True,/homedetails/2523-McKinley-St-NE-Minneapolis-MN-55418/1803620_zpid/,FOR_SALE,Coming soon,"$339,900",$340K,"2523 McKinley St NE, Minneapolis, MN 55418",3.0,2.0,1540.0,False,False,ComingSoon,Coming Soon,False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,RE/MAX Results,170020000.0,45.0139,-93.227776,SHOWCASE,Showcase,1803620.0,2523 McKinley St NE,55418,Minneapolis,MN,45.0139,-93.227776,339900.0,2.0,3.0,1540.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,False,False,FOR_SALE,339900.0,170020000.0,True,False,False,USD,USA,311000.0,5227.2,sqft,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819879,ForSale,For Sale by Agent,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=44.9083251953125,-93.2579345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=z65klRIv-E5ZX5kPXTek2kDCJFA=",,/homedetails/5214-12th-Ave-S-Minneapolis-MN-55417/1819879_zpid/,FOR_SALE,House for sale,"$199,900",$200K,"5214 12th Ave S, Minneapolis, MN 55417",2.0,1.0,584.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Coldwell Banker Realty,416293000.0,44.908325,-93.257935,,,1819879.0,5214 12th Ave S,55417,Minneapolis,MN,44.908325,-93.257935,199900.0,1.0,2.0,584.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,213800.0,1425.0,True,False,False,FOR_SALE,199900.0,416293000.0,True,False,False,USD,USA,217000.0,4791.6,sqft,False,,,,,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=44.9083251953125,-93.2579345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TDjPl0M5u7kvHslZgC1HZrC2f70=","https://maps.googleapis.com/maps/api/streetview/metadata?location=44.9083251953125,-93.2579345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=gFurDGeTubUDYCwk2L9O5TLsPR0=",,,,,,,,,,,,,,,,,,,,,,
1792092,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/15354037e42b19828687566727abc392-p_e.jpg,True,/homedetails/4408-Park-Ave-Minneapolis-MN-55407/1792092_zpid/,FOR_SALE,House for sale,"$439,000",$439K,"4408 Park Ave, Minneapolis, MN 55407",4.0,2.0,2216.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Coldwell Banker Realty,735891000.0,44.92291,-93.26551,SHOWCASE,Showcase,1792092.0,4408 Park Ave,55407,Minneapolis,MN,44.92291,-93.26551,439000.0,2.0,4.0,2216.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,465500.0,2900.0,True,False,False,FOR_SALE,439000.0,735891000.0,True,False,False,USD,USA,371000.0,5662.8,sqft,True,,True,Sun. 1:30-3:30pm,"[{'open_house_start': 1717360200000, 'open_house_end': 1717367400000}]",,,,,,,,,,,,,,,,,,,,,,,,
1804669,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5aa583c63f587cbe25b6c43dacf064dd-p_e.jpg,True,/homedetails/2312-Polk-St-NE-Minneapolis-MN-55418/1804669_zpid/,FOR_SALE,House for sale,"$200,000",$200K,"2312 Polk St NE, Minneapolis, MN 55418",3.0,2.0,1580.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Keller Williams Integrity Realty,329187000.0,45.011345,-93.24606,,,1804669.0,2312 Polk St NE,55418,Minneapolis,MN,45.011345,-93.24606,200000.0,2.0,3.0,1580.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,212300.0,2194.0,True,False,False,FOR_SALE,200000.0,329187000.0,True,False,False,USD,USA,251000.0,6969.6,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934382,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5c7556ee7dd346f3e03306c74497f048-p_e.jpg,True,/homedetails/6445-15th-Ave-S-Richfield-MN-55423/1934382_zpid/,FOR_SALE,House for sale,"$299,000",$299K,"6445 15th Ave S, Richfield, MN 55423",3.0,2.0,1445.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,RE/MAX Results,257651000.0,44.885475,-93.25382,OPEN_HOUSE,Open: Sun. 11:30am-1pm,1934382.0,6445 15th Ave S,55423,Richfield,MN,44.885475,-93.25382,299000.0,2.0,3.0,1445.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,299000.0,257651000.0,True,False,False,USD,USA,309100.0,8276.4,sqft,False,,True,Sun. 11:30am-1pm,"[{'open_house_start': 1717353000000, 'open_house_end': 1717358400000}]",,,,,,,,,,,,,,,,,,,,,,,,
1586464,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7f31529747909fef0f9db55821245040-p_e.jpg,True,/homedetails/1043-Ramsdell-Dr-Apple-Valley-MN-55124/1586464_zpid/,FOR_SALE,House for sale,"$250,000",$250K,"1043 Ramsdell Dr, Apple Valley, MN 55124",3.0,2.0,1468.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Coldwell Banker Realty,263229000.0,44.73029,-93.242516,,,1586464.0,1043 Ramsdell Dr,55124,Apple Valley,MN,44.73029,-93.242516,250000.0,2.0,3.0,1468.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,261400.0,2350.0,True,False,False,FOR_SALE,250000.0,263229000.0,True,False,False,USD,USA,325000.0,0.25,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79442029,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/7e411634304b3a571a4a7d2fc7e8180c-p_e.jpg,True,/homedetails/438-N-Glover-Rd-Hudson-WI-54016/79442029_zpid/,FOR_SALE,House for sale,"$875,000",$875K,"438 N Glover Rd, Hudson, WI 54016",3.0,4.0,3356.0,False,False,ForSale,For Sale (Broker),False,True,False,False,True,False,True,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,"Edina Realty, Inc.",757316000.0,44.92515,-92.696884,SHOWCASE,Showcase,79442029.0,438 N Glover Rd,54016,Hudson,WI,44.92515,-92.696884,875000.0,4.0,3.0,3356.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,875000.0,757316000.0,True,False,False,USD,USA,572300.0,8.76,acres,True,,True,Sun. 12-1pm,"[{'open_house_start': 1717354800000, 'open_house_end': 1717358400000}]",,,,,,,,,,,,,,,,,,,,,,,,
2131751,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f688574f4ec1e6a24e0828a3370f5050-p_e.jpg,True,/homedetails/1379-Breda-Ave-Saint-Paul-MN-55108/2131751_zpid/,FOR_SALE,House for sale,"$395,000",$395K,"1379 Breda Ave, Saint Paul, MN 55108",4.0,3.0,1791.0,False,False,ForSale,For Sale (Broker),False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,RE/MAX Results,427331000.0,44.97671,-93.15839,,,2131751.0,1379 Breda Ave,55108,Saint Paul,MN,44.97671,-93.15839,395000.0,3.0,4.0,1791.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,417200.0,2475.0,True,False,False,FOR_SALE,395000.0,427331000.0,True,False,False,USD,USA,344600.0,6098.4,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113639983,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ffaf41d93e5cdc33eec08c42bcbd0769-p_e.jpg,True,/homedetails/27534-Reitz-Rd-Webster-WI-54893/113639983_zpid/,FOR_SALE,House for sale,"$372,500",$373K,"27534 Reitz Road, Webster, WI 54893",1.0,1.0,480.0,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,False,,False,False,,,,45.913902,-92.34712,3D_HOME,3D Tour,113639983.0,27534 Reitz Road,54893,Webster,WI,45.913902,-92.34712,372500.0,1.0,1.0,480.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,372500.0,,True,False,False,USD,USA,216600.0,10454.4,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
